,symbol,exchange,industry,sector,name
W,W,SET,Technology,Electronic Components,WOW FACTOR PUBLIC COMPANY LIMITED
WACOAL,WACOAL,SET,Consumer Products,Fashion,THAI WACOAL PUBLIC COMPANY LIMITED
WAVE,WAVE,SET,Services,Media & Publishing,WAVE ENTERTAINMENT PUBLIC COMPANY LIMITED
WGE,WGE,SET,Property & Construction,Construction Services,WELL GRADED ENGINEERING PUBLIC COMPANY LIMITED
WHA,WHA,SET,Property & Construction,Property Development,WHA CORPORATION PUBLIC COMPANY LIMITED
WHABT,WHABT,SET,Property & Construction,Property Fund & REITs,WHA BUSINESS COMPLEX FREEHOLD AND LEASEHOLD REAL ESTATE INVESTMENT TRUST
WHART,WHART,SET,Property & Construction,Property Fund & REITs,WHA PREMIUM GROWTH FREEHOLD AND LEASEHOLD REAL ESTATE INVESTMENT TRUST
WHAUP,WHAUP,SET,Resources,Energy & Utilities,WHA UTILITIES AND POWER PUBLIC COMPANY LIMITED
WICE,WICE,SET,Services,Transportation & Logistics,WICE LOGISTICS PUBLIC COMPANY LIMITED
WIIK,WIIK,SET,Property & Construction,Construction Materials,WIIK PUBLIC COMPANY LIMITED
WIN,WIN,SET,Property & Construction,Property Development,WYNCOAST INDUSTRIAL PARK PUBLIC COMPANY LIMITED
WINNER,WINNER,MAI,Services,-,WINNER GROUP ENTERPRISE PUBLIC COMPANY LIMITED
WORK,WORK,SET,Services,Media & Publishing,WORKPOINT ENTERTAINMENT PUBLIC COMPANY LIMITED
WORLD,WORLD,SET,-,Companies Under Rehabilitation,WORLD CORPORATION PUBLIC COMPANY LIMITED
WP,WP,SET,Resources,Energy & Utilities,WP ENERGY PUBLIC COMPANY LIMITED
WPH,WPH,SET,Services,Health Care Services,WATTANAPAT HOSPITAL TRANG PUBLIC COMPANY LIMITED
WR,WR,SET,-,Companies Under Rehabilitation,WE RETAIL PUBLIC COMPANY LIMITED
XO,XO,MAI,Agro & Food Industry,-,EXOTIC FOOD PUBLIC COMPANY LIMITED
YCI,YCI,SET,Industrials,Petrochemicals & Chemicals,YONG THAI PUBLIC COMPANY LIMITED
YGG,YGG,MAI,Services,-,YGGDRAZIL GROUP PUBLIC COMPANY LIMITED
YUASA,YUASA,MAI,Industrial,-,YUASA BATTERY (THAILAND) PUBLIC COMPANY LIMITED
ZEN,ZEN,SET,Agro & Food Industry,Food & Beverage,ZEN CORPORATION GROUP PUBLIC COMPANY LIMITED
ZIGA,ZIGA,MAI,Industrial,-,ZIGA INNOVATION PUBLIC COMPANY LIMITED
ZMICO,ZMICO,SET,Financials,Finance & Securities,SEAMICO SECURITIES PUBLIC COMPANY LIMITED
